DISTRICT_CODE,SCHOOL_CODE,Juniors Last Year,Seniors Last Year,SCHOOL_NAME,DISTRICT_NAME,Juniors This Year,Seniors This Year,Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
4893,410.0,6,9,Renaissance Charter Academy,River Falls,18,11,Renaissance Charter Acad,River Falls,4893,11,410,High School,09,12,Kit  Luedtke,Principal,1107 S Wasson Ln  River Falls WI  54022,1107 S Wasson Ln River Falls WI  54022  ,River Falls,54022.0,,1107 S Wasson Ln River Falls WI  54022  ,River Falls,47,Pierce,715-425-1830,,7154257693.0,kit.luedtke@rfsd.k12.wi.us,www.rfsd.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5513050.0,1910.0,Public school
4893,80.0,240,227,River Falls High,River Falls,225,237,River Falls Hi,River Falls,4893,11,80,High School,09,12,Kit  Luedtke,Principal,818 Cemetery Rd  River Falls WI  54022-2568,818 Cemetery Rd River Falls WI  54022-2568  ,River Falls,54022.0,2568.0,818 Cemetery Rd River Falls WI  54022-2568  ,River Falls,47,Pierce,715-425-1830,,7154251827.0,kit.luedtke@rfsd.k12.wi.us,www.rfsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513050.0,1724.0,Public school
4904,80.0,30,36,River Ridge High,River Ridge,33,44,River Ridge Hi,River Ridge,4904,3,80,High School,09,12,Clay  Koenig,Principal,11165 County Highway P  Patch Grove WI  53817,PO Box 78 Patch Grove WI  53817-0078  ,Patch Grove,53817.0,78.0,11165 County Highway P Patch Grove WI  53817  ,Patch Grove,22,Grant,608-994-2715,101.0,6089942891.0,koenigcl@rrsd.k12.wi.us,www.rrsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5500017.0,686.0,Public school
5523,110.0,122,105,River Valley High,River Valley,109,88,River Valley Hi,River Valley,5523,3,110,High School,09,12,Darby  Blakley,Principal,660 Varsity Blvd  Spring Green WI  53588-8814,660 Varsity Blvd Spring Green WI  53588-8814  ,Spring Green,53588.0,8814.0,660 Varsity Blvd Spring Green WI  53588-8814  ,Spring Green,56,Sauk,608-588-2554,,6085882827.0,dblakley@rvschools.org,www.rvschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5514250.0,1855.0,Public school
3850,120.0,52,32,Riverdale High,Riverdale,39,39,Riverdale Hi,Riverdale,3850,3,120,High School,09,12,Jonathan  Schmidt,Principal,235 E Elm St  Muscoda WI  53573,235 E Elm St Muscoda WI  53573  ,Muscoda,53573.0,,235 E Elm St Muscoda WI  53573  ,Muscoda,22,Grant,608-739-3116,3001.0,6087394486.0,jschmidt@riverdale.k12.wi.us,www.riverdale.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5510140.0,1328.0,Public school
4956,400.0,8,5,Cirrus Charter High,Rosendale-Brandon,6,2,Cirrus Charter Hi,Rosendale-Brandon,4956,6,400,High School,09,12,Nate  Roets,Principal,301 W Division St  Rosendale WI  54974,301 W Division St Rosendale WI  54974  ,Rosendale,54974.0,,301 W Division St Rosendale WI  54974  ,Rosendale,20,Fond du Lac,920-872-2161,,9208725482.0,roetnat@rbsd.k12.wi.us,www.rbsd.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5513100.0,2970.0,Public school
4956,50.0,85,59,Laconia High,Rosendale-Brandon,68,72,Laconia Hi,Rosendale-Brandon,4956,6,50,High School,09,12,Nate  Roets,Principal,301 W Division St  Rosendale WI  54974,301 W Division St Rosendale WI  54974  ,Rosendale,54974.0,,301 W Division St Rosendale WI  54974  ,Rosendale,20,Fond du Lac,920-872-2161,,9208725482.0,roetnat@rbsd.k12.wi.us,www.rbsd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513100.0,1729.0,Public school
4963,40.0,50,48,Rosholt High,Rosholt,46,49,Rosholt Hi,Rosholt,4963,5,40,High School,09,12,James  Grygleski,Principal,346 W Randolph St  Rosholt WI  54473,346 W Randolph St Rosholt WI  54473  ,Rosholt,54473.0,,346 W Randolph St Rosholt WI  54473  ,Rosholt,49,Portage,715-677-4541,201.0,7156776767.0,jigrygle@rosholt.k12.wi.us,www.rosholt.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513140.0,1733.0,Public school
1673,60.0,33,42,Royall High,Royall,44,35,Royall Hi,Royall,1673,4,60,High School,07,12,Scott  Uppena,Principal,1501 Academy St  Elroy WI  53929-1011,1501 Academy St Elroy WI  53929-1011  ,Elroy,53929.0,1011.0,1501 Academy St Elroy WI  53929-1011  ,Elroy,29,Juneau,608-462-2600,2117.0,6084622618.0,uppenas@royall.k12.wi.us,www.royall.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5504380.0,474.0,Public school
2422,850.0,8,6,Saint Croix Academy of Virtual Education,Saint Croix Central,30,15,Saint Croix Acad of Virtual Ed,Saint Croix Central,2422,11,850,Combined Elementary/Secondary School,K4,12,Stephani  Posta,Coordinator,SCC District Office 915 Davis St Hammond WI  54015,PO Box 118 Hammond WI  54015-0118  ,Hammond,54015.0,118.0,SCC District Office 915 Davis St Hammond WI  54015 ,Hammond,55,Saint Croix,715-796-5383,1149.0,7157964510.0,twidiker@scc.k12.wi.us,www.scc.k12.wi.us,Regular,Charter,Exclusively Virtual,5506060.0,2989.0,Public school
2422,60.0,90,111,Saint Croix Central High,Saint Croix Central,106,115,Saint Croix Central Hi,Saint Croix Central,2422,11,60,High School,09,12,Kurt  Soderberg,Principal,1751 Broadway St  Hammond WI  54015-9701,1751 Broadway St Hammond WI  54015-9701  ,Hammond,54015.0,9701.0,1751 Broadway St Hammond WI  54015-9701  ,Hammond,55,Saint Croix,715-796-5383,1105.0,7157965662.0,ksoderberg@scc.k12.wi.us,www.scc.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5506060.0,672.0,Public school
5019,80.0,69,76,Saint Croix Falls High,Saint Croix Falls,78,72,Saint Croix Falls Hi,Saint Croix Falls,5019,11,80,High School,09,12,Peggy  Ryan,Principal,740 Maple Dr  Saint Croix Falls WI  54024,PO Box 130 Saint Croix Falls WI  54024-0130  ,Saint Croix Falls,54024.0,130.0,740 Maple Dr Saint Croix Falls WI  54024  ,Saint Croix Falls,48,Polk,715-483-2507,,7154833695.0,ryanpe@scfschools.com,www.scf.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513230.0,1746.0,Public school
5026,40.0,126,153,Saint Francis High,Saint Francis,146,148,Saint Francis Hi,Saint Francis,5026,1,40,High School,09,12,Michael  Lewandowski,Principal,4225 S Lake Dr  Saint Francis WI  53235-5941,4225 S Lake Dr Saint Francis WI  53235-5941  ,Saint Francis,53235.0,5941.0,4225 S Lake Dr Saint Francis WI  53235-5941  ,Saint Francis,40,Milwaukee,414-747-3610,,4147473605.0,cblocho@sfsd.k12.wi.us,www.stfrancisschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513260.0,1748.0,Public school
5100,120.0,207,220,Sauk Prairie High,Sauk Prairie,227,185,Sauk Prairie Hi,Sauk Prairie,5100,5,120,High School,09,12,Chad  Harnisch,Principal,105 9th St  Prairie du Sac WI  53578-1428,105 9th St Prairie du Sac WI  53578-1428  ,Prairie du Sac,53578.0,1428.0,105 9th St Prairie du Sac WI  53578-1428  ,Prairie du Sac,56,Sauk,608-643-5620,,6086435419.0,chad.harnisch@saukprairieschools.org,www.saukprairieschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513410.0,1759.0,Public school
5124,80.0,18,26,Seneca High,Seneca Area,24,27,Seneca Hi,Seneca Area,5124,3,80,High School,09,12,David  Boland,Principal,202 Main St  Seneca WI  54654,PO Box 34 Seneca WI  54654-0034  ,Seneca,54654.0,34.0,202 Main St Hwy 27 Seneca WI  54654  ,Seneca,12,Crawford,608-734-3411,,6087343430.0,dboland@seneca.k12.wi.us,www.seneca.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513470.0,1765.0,Public school
5130,40.0,44,39,Sevastopol High,Sevastopol,36,58,Sevastopol Hi,Sevastopol,5130,7,40,High School,09,12,Adam  Baier,Principal,4550 Highway 57  Sturgeon Bay WI  54235,4550 Highway 57 Sturgeon Bay WI  54235  ,Sturgeon Bay,54235.0,,4550 Highway 57 Sturgeon Bay WI  54235  ,Sturgeon Bay,15,Door,920-743-6282,1104.0,9207434009.0,abaier@sevastopol.k12.wi.us,www.sevastopol.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513500.0,1768.0,Public school
5138,100.0,190,175,Seymour High,Seymour Community,183,169,Seymour Hi,Seymour Community,5138,7,100,High School,09,12,Thomas  Mueller,Principal,10 Circle Dr  Seymour WI  54165-1678,10 Circle Dr Seymour WI  54165-1678  ,Seymour,54165.0,1678.0,10 Circle Dr Seymour WI  54165-1678  ,Seymour,44,Outagamie,920-833-2306,489.0,9208337608.0,tmueller@seymour.k12.wi.us,www.seymour.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513530.0,1773.0,Public school
5264,280.0,236,197,Shawano High,Shawano,232,172,Shawano Hi,Shawano,5264,8,280,High School,09,12,Scott  Zwirschitz,Principal,220 County Road B  Shawano WI  54166-7054,220 County Road B Shawano WI  54166-7054  ,Shawano,54166.0,7054.0,220 County Road B Shawano WI  54166-7054  ,Shawano,58,Shawano,715-526-2175,8100.0,7155248414.0,zwirscs@shawanoschools.com,www.shawanoschools.com,Regular,No,Primarily Classroom (Supplemental Virtual),5513620.0,1780.0,Public school
5271,450.0,76,61,Central High,Sheboygan Area,93,71,Central Hi,Sheboygan Area,5271,7,450,High School,09,12,Lisa  Finney,Principal,621 S Water St  Sheboygan WI  53081-4431,621 S Water St Sheboygan WI  53081-4431  ,Sheboygan,53081.0,4431.0,621 S Water St Sheboygan WI  53081-4431  ,Sheboygan,59,Sheboygan,920-459-3520,,9208037756.0,lfinney@sasd.net,www.sheboygan.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5513650.0,2879.0,Public school
5271,440.0,33,28,George D Warriner High School for Personalized Learning,Sheboygan Area,28,34,George D Warriner Hi,Sheboygan Area,5271,7,440,High School,09,12,Corey  Butters,Principal,712 Riverfront Dr Ste 101  Sheboygan WI  53081,712 Riverfront Dr Ste 101 Sheboygan WI  53081  ,Sheboygan,53081.0,,712 Riverfront Dr Ste 101 Sheboygan WI  53081  ,Sheboygan,59,Sheboygan,920-459-0945,,9208037756.0,cbutters@sasd.net,www.sheboygan.k12.wi.us,Regular,Charter,Primarily Virtual,5513650.0,2695.0,Public school
5271,451.0,50,42,Etude High,Sheboygan Area,31,36,Etude Hi,Sheboygan Area,5271,7,451,High School,09,12,Ted  Hamm,School Administrator,834 Virginia Ave  Sheboygan WI  53081,834 Virginia Ave Sheboygan WI  53081  ,Sheboygan,53081.0,,834 Virginia Ave Sheboygan WI  53081  ,Sheboygan,59,Sheboygan,920-459-3504,,9204596769.0,thamm@sasd.net,www.sheboygan.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5513650.0,2859.0,Public school
5271,280.0,383,358,North High,Sheboygan Area,387,338,North Hi,Sheboygan Area,5271,7,280,High School,09,12,John  Matczak,Principal,1042 School Ave  Sheboygan WI  53083-4099,1042 School Ave Sheboygan WI  53083-4099  ,Sheboygan,53083.0,4099.0,1042 School Ave Sheboygan WI  53083-4099  ,Sheboygan,59,Sheboygan,920-459-3600,,9204593601.0,jmatczak@sasd.net,www.sheboygan.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513650.0,1794.0,Public school
5271,340.0,271,242,South High,Sheboygan Area,270,249,South Hi,Sheboygan Area,5271,7,340,High School,09,12,Kevin  Formolo,Principal,1240 Washington Ave  Sheboygan WI  53081-6700,1240 Washington Ave Sheboygan WI  53081-6700  ,Sheboygan,53081.0,6700.0,1240 Washington Ave Sheboygan WI  53081-6700  ,Sheboygan,59,Sheboygan,920-459-3634,,9204596733.0,kformolo@sasd.net,www.sheboygan.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513650.0,1797.0,Public school
5278,40.0,139,141,Sheboygan Falls High,Sheboygan Falls,133,123,Sheboygan Falls Hi,Sheboygan Falls,5278,7,40,High School,09,12,Kevin  Krutzik,Principal,220 Amherst Ave  Sheboygan Falls WI  53085-1799,220 Amherst Ave Sheboygan Falls WI  53085-1799  ,Sheboygan Falls,53085.0,1799.0,220 Amherst Ave Sheboygan Falls WI  53085-1799  ,Sheboygan Falls,59,Sheboygan,920-467-7890,3114.0,9204677825.0,kkrutzik@sheboyganfalls.k12.wi.us,www.sheboyganfalls.k12.wi.us,Regular,No,No,5513680.0,1802.0,Public school
5306,40.0,46,36,Shell Lake Junior/Senior High,Shell Lake,40,58,Shell Lake Jr/Sr Hi,Shell Lake,5306,11,40,High School,07,12,Heather  Cox,Principal,271 Highway 63  Shell Lake WI  54871-8893,271 Highway 63 Shell Lake WI  54871-8893  ,Shell Lake,54871.0,8893.0,271 Highway 63 Shell Lake WI  54871-8893  ,Shell Lake,65,Washburn,715-468-7814,,7154687989.0,coxh@shelllake.k12.wi.us,www.shelllake.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513710.0,1805.0,Public school
5348,40.0,53,59,Shiocton High,Shiocton,58,59,Shiocton Hi,Shiocton,5348,6,40,High School,09,12,Nichole  Schweitzer,School Administrator,N5650 Broad St  Shiocton WI  54170,PO Box 68 Shiocton WI  54170-0068  ,Shiocton,54170.0,68.0,N5650 Broad St Shiocton WI  54170  ,Shiocton,44,Outagamie,920-986-3351,761.0,9209863291.0,nschweitzer@shiocton.k12.wi.us,www.shiocton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513770.0,1808.0,Public school
5355,400.0,11,9,New Horizons for Learning,Shorewood,11,6,New Horizons for Learning,Shorewood,5355,1,400,High School,09,12,Timothy  Kenney,Principal,1701 E Capitol Dr  Shorewood WI  53211-1996,1701 E Capitol Dr Shorewood WI  53211-1996  ,Shorewood,53211.0,1996.0,1701 E Capitol Dr Shorewood WI  53211-1996  ,Shorewood,40,Milwaukee,414-963-6921,,4149612819.0,tkenney@shorewood.k12.wi.us,www.shorewoodschools.org,Alternative,Charter,Primarily Classroom (Supplemental Virtual),5513800.0,2623.0,Public school
5355,80.0,148,163,Shorewood High,Shorewood,156,169,Shorewood Hi,Shorewood,5355,1,80,High School,09,12,Timothy  Kenney,Principal,1701 E Capitol Dr  Shorewood WI  53211-1996,1701 E Capitol Dr Shorewood WI  53211-1996  ,Shorewood,53211.0,1996.0,1701 E Capitol Dr Shorewood WI  53211-1996  ,Shorewood,40,Milwaukee,414-963-6921,,4149612819.0,tkenney@shorewood.k12.wi.us,www.shorewoodschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5513800.0,1811.0,Public school
5362,80.0,30,14,Shullsburg High,Shullsburg,16,43,Shullsburg Hi,Shullsburg,5362,3,80,High School,09,12,Mark  Lierman,Principal,444 N Judgement St  Shullsburg WI  53586-9414,PO Box 428 Shullsburg WI  53586-0428  ,Shullsburg,53586.0,428.0,444 N Judgement St Shullsburg WI  53586-9414  ,Shullsburg,33,Lafayette,608-965-4427,218.0,6089653794.0,mlierman@shullsburg.k12.wi.us,www.shullsburg.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513830.0,1814.0,Public school
5376,40.0,34,30,Siren High,Siren,33,33,Siren Hi,Siren,5376,11,40,High School,06,12,Darrell  Imhoff,Principal,24022 4th Ave  Siren WI  54872-8114,24022 4th Ave Siren WI  54872-8114  ,Siren,54872.0,8114.0,24022 4th Ave Siren WI  54872-8114  ,Siren,7,Burnett,715-349-2290,,7153497476.0,dimhoff@siren.k12.wi.us,www.siren.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513890.0,1817.0,Public school
5390,80.0,260,233,Slinger High,Slinger,238,285,Slinger Hi,Slinger,5390,6,80,High School,09,12,Philip  Ourada,Principal,209 Polk St  Slinger WI  53086,209 Polk St Slinger WI  53086  ,Slinger,53086.0,,209 Polk St Slinger WI  53086  ,Slinger,66,Washington,262-644-5261,1514.0,2626440479.0,p.ourada@slingerschools.org,www.slinger.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5513950.0,1821.0,Public school
5397,800.0,17,13,Solon Springs School,Solon Springs,17,18,Solon Springs Sch,Solon Springs,5397,12,800,Combined Elementary/Secondary School,K4,12,Geraldine  Muller,Principal,8993 E Baldwin Ave  Solon Springs WI  54873-8144,8993 E Baldwin Ave Solon Springs WI  54873-8144  ,Solon Springs,54873.0,8144.0,8993 E Baldwin Ave Solon Springs WI  54873-8144  ,Solon Springs,16,Douglas,715-378-2263,,7153782073.0,gmuller@solonk12.net,www.solonk12.net,Regular,No,Primarily Classroom (Supplemental Virtual),5513980.0,1911.0,Public school
5432,40.0,123,132,Somerset High,Somerset,127,101,Somerset Hi,Somerset,5432,11,40,High School,09,12,Shannon  Donnelly,Principal,645 Sunrise Dr  Somerset WI  54025,PO Box 100 Somerset WI  54025-0100  ,Somerset,54025.0,100.0,645 Sunrise Dr Somerset WI  54025  ,Somerset,55,Saint Croix,715-247-3355,210.0,7152473864.0,sdonnelly@somerset.k12.wi.us,www.somerset.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514010.0,1825.0,Public school
5439,120.0,283,323,South Milwaukee High,South Milwaukee,331,265,South Milwaukee Hi,South Milwaukee,5439,1,120,High School,09,12,Beth  Kaminski,Principal,801 15th Ave  South Milwaukee WI  53172,801 15th Ave South Milwaukee WI  53172  ,South Milwaukee,53172.0,,801 15th Ave South Milwaukee WI  53172  ,South Milwaukee,40,Milwaukee,414-766-5110,,4147665131.0,droszak@sdsm.k12.wi.us,www.sdsm.k12.wi.us,Regular,No,No,5514040.0,1832.0,Public school
4522,100.0,11,10,South Shore Jr/Sr High,South Shore,11,17,South Shore Jr/Sr Hi,South Shore,4522,12,100,High School,07,12,Clendon  Gustafson,Principal,9135 School Rd  Port Wing WI  54865-5752,PO Box 40 Port Wing WI  54865-0040  ,Port Wing,54865.0,40.0,9135 School Rd Port Wing WI  54865-5752  ,Port Wing,4,Bayfield,715-774-3500,610.0,7157743569.0,gustafson@sshore.org,www.sshore.org,Regular,No,Primarily Classroom (Supplemental Virtual),5512030.0,1574.0,Public school
5457,220.0,77,95,Southern Door High,Southern Door County,87,72,Southern Door Hi,Southern Door County,5457,7,220,High School,09,12,Steve  Bousley,Principal,2073 County Trunk DK  Brussels WI  54204,2073 County Trunk DK Brussels WI  54204  ,Brussels,54204.0,,2073 County Trunk DK Brussels WI  54204  ,Brussels,15,Door,920-825-7333,,9208257081.0,sbousley@southerndoor.k12.wi.us,www.southerndoor.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514130.0,1834.0,Public school
2485,60.0,39,39,Southwestern Wisconsin High,Southwestern Wisconsin,39,44,Southwestern Wisconsin Hi,Southwestern Wisconsin,2485,3,60,High School,09,12,Cynthia A Lacey,Principal,1105 Maple St  Hazel Green WI  53811,PO Box 368 Hazel Green WI  53811-0368  ,Hazel Green,53811.0,368.0,1105 Maple St Hazel Green WI  53811  ,Hazel Green,22,Grant,608-854-2261,221.0,6088542315.0,laceyc@swsd.k12.wi.us,www.swsd.k12.wi.us,Regular,No,No,5506300.0,696.0,Public school
5460,800.0,17,10,Sparta Alternative Independent Learning School,Sparta Area,15,9,SAILS Sparta Alt Indep Lrn Sch,Sparta Area,5460,4,800,High School,09,12,John  Blaha,Principal,201 E Franklin St  Sparta WI  54656-1803,201 E Franklin St Sparta WI  54656-1803  ,Sparta,54656.0,1803.0,201 E Franklin St Sparta WI  54656-1803  ,Sparta,41,Monroe,608-366-3400,,6083663529.0,jblaha@spartan.org,www.spartan.org/schools/sails-charter-school,Alternative,Charter,No,5514160.0,2486.0,Public school
5460,160.0,175,186,Sparta High,Sparta Area,194,195,Sparta Hi,Sparta Area,5460,4,160,High School,09,12,Samuel  Russ,Principal,506 N Black River St  Sparta WI  54656-1548,506 N Black River St Sparta WI  54656-1548  ,Sparta,54656.0,1548.0,506 N Black River St Sparta WI  54656-1548  ,Sparta,41,Monroe,608-366-3504,,6083663506.0,sruss@spartan.org,www.spartan.org/schools/sparta-high-school,Regular,No,Primarily Classroom (Supplemental Virtual),5514160.0,1843.0,Public school
5460,410.0,8,4,Sparta High Point School,Sparta Area,4,11,Sparta High Point Sch,Sparta Area,5460,4,410,High School,07,12,Peggy  Jadack,Principal,201 E Franklin St  Sparta WI  54656-1803,201 E Franklin St Sparta WI  54656-1803  ,Sparta,54656.0,1803.0,201 E Franklin St Sparta WI  54656-1803  ,Sparta,41,Monroe,608-366-3400,,6083663529.0,mjadack@spartan.org,www.spartan.org/schools/high-point-charter-school,Regular,Charter,No,5514160.0,2542.0,Public school
5467,40.0,55,56,Spencer Junior High/High,Spencer,54,51,Spencer Jr Hi/Hi,Spencer,5467,10,40,High School,06,12,Jason  Gorst,Principal,300 N School St  Spencer WI  54479-9300,300 N School St Spencer WI  54479-9300  ,Spencer,54479.0,9300.0,300 N School St Spencer WI  54479-9300  ,Spencer,37,Marathon,715-659-4211,106.0,7156595470.0,jgorst@spencer.k12.wi.us,www.spencer.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514190.0,1845.0,Public school
5474,80.0,95,80,Spooner High,Spooner Area,84,92,Spooner Hi,Spooner Area,5474,11,80,High School,09,12,Sarah  Johnson,Principal Grades 9-12,801 County Highway A  Spooner WI  54801-7429,801 County Highway A Spooner WI  54801-7429  ,Spooner,54801.0,7429.0,801 County Highway A Spooner WI  54801-7429  ,Spooner,65,Washburn,715-635-2171,4200.0,7156357074.0,johnsonsa@spooner.k12.wi.us,www.spooner.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514220.0,1848.0,Public school
5586,80.0,56,48,Spring Valley High,Spring Valley,51,42,Spring Valley Hi,Spring Valley,5586,11,80,High School,09,12,Gretchen  Cipriano,Principal,S1450 County Road CC  Spring Valley WI  54767-0249,PO Box 249 Spring Valley WI  54767-0249  ,Spring Valley,54767.0,249.0,S1450 County Road CC Spring Valley WI  54767-0249  ,Spring Valley,47,Pierce,715-778-5554,5202.0,7157785556.0,ciprianog@springvalley.k12.wi.us,www.springvalley.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514340.0,1863.0,Public school
5593,80.0,89,78,Stanley-Boyd High,Stanley-Boyd Area,75,86,Stanley-Boyd Hi,Stanley-Boyd Area,5593,10,80,High School,09,12,Tanya  Mahr,Principal,507 E 1st Ave  Stanley WI  54768-1279,507 E 1st Ave Stanley WI  54768-1279  ,Stanley,54768.0,1279.0,507 E 1st Ave Stanley WI  54768-1279  ,Stanley,9,Chippewa,715-644-5534,157.0,7156446701.0,tmahr@s-bschools.org,www.stanleyboyd.k12.wi.us,Regular,No,No,5514430.0,1867.0,Public school
5607,310.0,37,15,Charles F Fernandez Center Alt Learning,Stevens Point Area Public,50,15,Chas F Fernandez Cntr Alt Lrng,Stevens Point Area Public,5607,5,310,High School,09,12,Jesse  Jackson,Principal,1025 Clark St  Stevens Point WI  54481,1025 Clark St Stevens Point WI  54481  ,Stevens Point,54481.0,,1025 Clark St Stevens Point WI  54481  ,Stevens Point,49,Portage,715-345-5592,,7153457374.0,jjackson@pointschools.net,www.pointschools.net,Alternative,No,Primarily Classroom (Supplemental Virtual),5514490.0,1116.0,Public school
5607,270.0,497,501,Stevens Point Area Senior High,Stevens Point Area Public,487,495,Stevens Point Area Senior Hi,Stevens Point Area Public,5607,5,270,High School,10,12,Jon  Vollendorf,Principal,1201 N Point Dr  Stevens Point WI  54481-1114,1201 N Point Dr Stevens Point WI  54481-1114  ,Stevens Point,54481.0,1114.0,1201 N Point Dr Stevens Point WI  54481-1114  ,Stevens Point,49,Portage,715-345-5400,,7153455408.0,jvollend@pointschools.net,www.pointschools.net,Regular,No,Primarily Classroom (Supplemental Virtual),5514490.0,1880.0,Public school
5614,40.0,16,17,Stockbridge High,Stockbridge,19,14,Stockbridge Hi,Stockbridge,5614,7,40,High School,09,12,Curt  Meshak,Principal,110 School St  Stockbridge WI  53088,PO Box 188 Stockbridge WI  53088-0188  ,Stockbridge,53088.0,188.0,110 School St Stockbridge WI  53088  ,Stockbridge,8,Calumet,920-439-1158,,9204391150.0,curmeshak@stockbridge.k12.wi.us,www.stockbridge.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514520.0,1883.0,Public school
5621,9803.0,5,4,JEDI Virtual K-12,Stoughton Area,10,3,JEDI Virtual K-12,Stoughton Area,5621,2,9803,Combined Elementary/Secondary School,K4,12,Vacant,,N/A  ,   ,,,,N/A   ,,13,Dane,,,,,,Alternative,Charter,Exclusively Virtual,5514550.0,,Public Schools-Multidistrict Charters
5621,140.0,288,249,Stoughton High,Stoughton Area,252,235,Stoughton Hi,Stoughton Area,5621,2,140,High School,09,12,Michael  Kruse,Principal,600 Lincoln Ave  Stoughton WI  53589-4868,600 Lincoln Ave Stoughton WI  53589-4868  ,Stoughton,53589.0,4868.0,600 Lincoln Ave Stoughton WI  53589-4868  ,Stoughton,13,Dane,608-877-5601,,6088775619.0,mike.kruse@stoughton.k12.wi.us,www.stoughton.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514550.0,1886.0,Public school
5628,40.0,79,79,Stratford High,Stratford,79,72,Stratford Hi,Stratford,5628,9,40,High School,09,12,Janeen  LaBorde,Principal,522 N Third Ave  Stratford WI  54484,PO Box 7 Stratford WI  54484-0007  ,Stratford,54484.0,7.0,522 N Third Ave Stratford WI  54484  ,Stratford,37,Marathon,715-687-4311,,7156874652.0,jalaborde@gapps.stratford.k12.wi.us,www.stratford.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514580.0,1891.0,Public school
5642,10.0,103,93,Sturgeon Bay High,Sturgeon Bay,88,98,Sturgeon Bay Hi,Sturgeon Bay,5642,7,10,High School,09,12,Robert  Nickel,Principal,1230 Michigan St  Sturgeon Bay WI  54235-1498,1230 Michigan St Sturgeon Bay WI  54235-1498  ,Sturgeon Bay,54235.0,1498.0,1230 Michigan St Sturgeon Bay WI  54235-1498  ,Sturgeon Bay,15,Door,920-746-2802,,9207463888.0,rnickel@sturbay.k12.wi.us,www.sturbay.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5514610.0,1894.0,Public school
5656,9803.0,1,4,JEDI Virtual K-12,Sun Prairie Area,6,3,JEDI Virtual K-12,Sun Prairie Area,5656,2,9803,Combined Elementary/Secondary School,K4,12,Vacant,,N/A  ,   ,,,,N/A   ,,13,Dane,,,,,,Alternative,Charter,Exclusively Virtual,5514640.0,,Public Schools-Multidistrict Charters
5656,410.0,49,32,Prairie Phoenix Academy,Sun Prairie Area,46,37,Prairie Phoenix Acad,Sun Prairie Area,5656,2,410,Combined Elementary/Secondary School,10,12,Lisa  Bollinger,Principal,160 South St  Sun Prairie WI  53590,160 South St Sun Prairie WI  53590  ,Sun Prairie,53590.0,,160 South St Sun Prairie WI  53590  ,Sun Prairie,13,Dane,608-834-6901,,6088346992.0,labolli@sunprairieschools.org,www.spasd.k12.wi.us,Alternative,No,Primarily Classroom (Supplemental Virtual),5514640.0,2625.0,Public school
